flight_number,origin_station_code,destination_station_code,score,satisfaction_type,arrival_delay_minutes,cabin_name,fleet_type_description,seat_factor_band,loyalty_program_level,fleet_usage,haul_type
150,EWX,GRX,,Unknown,45,Economy Plus,B777-200,90+,premier gold,Mainline,Long
971,ORX,FCX,,Unknown,-18,Economy Plus,B787-8,90+,premier platinum,Mainline,Long
972,FCX,ORX,2.0,Dissatisfied,-32,Economy,B787-8,80+,non-elite,Mainline,Long
971,ORX,FCX,5.0,Satisfied,-18,Economy,B787-8,90+,non-elite,Mainline,Long
972,FCX,ORX,2.0,Dissatisfied,-32,,B787-8,80+,non-elite,Mainline,Long
971,ORX,FCX,1.0,Dissatisfied,-18,,B787-8,90+,non-elite,Mainline,Long
971,ORX,FCX,,Unknown,-18,,B787-8,90+,non-elite,Mainline,Long
971,ORX,FCX,2.0,Dissatisfied,-18,Economy Plus,B787-8,90+,premier platinum,Mainline,Long
971,ORX,FCX,2.0,Dissatisfied,-18,Economy,B787-8,90+,non-elite,Mainline,Long
972,FCX,ORX,,Unknown,-32,,B787-8,80+,non-elite,Mainline,Long
971,ORX,FCX,,Unknown,-18,Economy,B787-8,90+,non-elite,Mainline,Long
5,LHX,IAX,4.0,Satisfied,-32,,B787-9,0 to 70,,Mainline,Long
881,IAX,LHX,,Unknown,5,,B777-200,90+,non-elite,Mainline,Long
5,LHX,IAX,2.0,Dissatisfied,-32,,B787-9,0 to 70,premier 1k,Mainline,Long
6,IAX,LHX,4.0,Satisfied,-8,,B787-9,90+,premier platinum,Mainline,Long
6,IAX,LHX,5.0,Satisfied,-8,,B787-9,90+,premier gold,Mainline,Long
5,LHX,IAX,,Unknown,-32,,B787-9,0 to 70,,Mainline,Long
6,IAX,LHX,,Unknown,-8,,B787-9,90+,premier platinum,Mainline,Long
881,IAX,LHX,4.0,Satisfied,5,,B777-200,90+,non-elite,Mainline,Long
64,GRX,IAX,,Unknown,5,Economy,B787-9,90+,non-elite,Mainline,Long
63,IAX,GRX,,Unknown,23,,B787-9,80+,,Mainline,Long
64,GRX,IAX,5.0,Satisfied,5,,B787-9,90+,global services,Mainline,Long
63,IAX,GRX,2.0,Dissatisfied,23,,B787-9,80+,,Mainline,Long
63,IAX,GRX,2.0,Dissatisfied,23,Economy Plus,B787-9,80+,premier platinum,Mainline,Long
64,GRX,IAX,5.0,Satisfied,5,Economy,B787-9,90+,non-elite,Mainline,Long
64,GRX,IAX,,Unknown,5,,B787-9,90+,global services,Mainline,Long
126,ATX,EWX,5.0,Satisfied,-8,Economy,B777-200,90+,,Mainline,Long
126,ATX,EWX,,Unknown,-8,Economy Plus,B777-200,90+,non-elite,Mainline,Long
125,EWX,ATX,,Unknown,21,Economy,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,,Unknown,-8,Economy,B777-200,90+,,Mainline,Long
125,EWX,ATX,4.0,Satisfied,21,Economy,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,5.0,Satisfied,-8,Economy Plus,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,1.0,Dissatisfied,-8,Economy,B777-200,90+,,Mainline,Long
364,EWX,HNX,,Unknown,14,Economy,B767-400,70+,non-elite,Mainline,Long
363,HNX,EWX,,Unknown,-10,,B767-400,80+,non-elite,Mainline,Long
364,EWX,HNX,2.0,Dissatisfied,14,Economy,B767-400,70+,non-elite,Mainline,Long
364,EWX,HNX,,Unknown,14,Economy,B767-400,70+,non-elite,Mainline,Long
364,EWX,HNX,2.0,Dissatisfied,14,Economy,B767-400,70+,,Mainline,Long
363,HNX,EWX,1.0,Dissatisfied,-10,,B767-400,80+,non-elite,Mainline,Long
364,EWX,HNX,,Unknown,14,Economy,B767-400,70+,,Mainline,Long
363,HNX,EWX,2.0,Dissatisfied,-10,Economy,B767-400,80+,non-elite,Mainline,Long
363,HNX,EWX,2.0,Dissatisfied,-10,Economy Plus,B767-400,80+,premier silver,Mainline,Long
363,HNX,EWX,,Unknown,-10,Economy,B767-400,80+,non-elite,Mainline,Long
364,EWX,HNX,3.0,Dissatisfied,14,Economy,B767-400,70+,non-elite,Mainline,Long
363,HNX,EWX,1.0,Dissatisfied,-10,Economy Plus,B767-400,80+,non-elite,Mainline,Long
21,IAX,AMX,2.0,Dissatisfied,17,,B777-200,90+,premier silver,Mainline,Long
21,IAX,AMX,2.0,Dissatisfied,17,Economy,B777-200,90+,non-elite,Mainline,Long
22,AMX,IAX,5.0,Satisfied,3,Economy,B777-200,70+,non-elite,Mainline,Long
21,IAX,AMX,,Unknown,17,,B777-200,90+,premier 1k,Mainline,Long
21,IAX,AMX,3.0,Dissatisfied,17,,B777-200,90+,premier 1k,Mainline,Long
22,AMX,IAX,,Unknown,3,Economy,B777-200,70+,non-elite,Mainline,Long
21,IAX,AMX,,Unknown,17,Economy,B777-200,90+,non-elite,Mainline,Long
21,IAX,AMX,,Unknown,17,,B777-200,90+,premier silver,Mainline,Long
129,GIX,IAX,,Unknown,-12,Economy Plus,B767-300,80+,non-elite,Mainline,Long
129,GIX,IAX,3.0,Dissatisfied,-12,Economy Plus,B767-300,80+,non-elite,Mainline,Long
182,FRX,DEX,3.0,Dissatisfied,0,,B787-9,70+,premier 1k,Mainline,Long
183,DEX,FRX,3.0,Dissatisfied,-12,Economy Plus,B787-9,90+,global services,Mainline,Long
183,DEX,FRX,,Unknown,-12,Economy Plus,B787-9,90+,global services,Mainline,Long
182,FRX,DEX,,Unknown,0,Economy,B787-9,70+,non-elite,Mainline,Long
182,FRX,DEX,1.0,Dissatisfied,0,Economy,B787-9,70+,non-elite,Mainline,Long
819,EZX,IAX,2.0,Dissatisfied,-19,,B777-200,90+,,Mainline,Long
819,EZX,IAX,2.0,Dissatisfied,-19,,B777-200,90+,,Mainline,Long
820,IAX,EZX,2.0,Dissatisfied,3,,B777-200,90+,premier platinum,Mainline,Long
819,EZX,IAX,,Unknown,-19,,B777-200,90+,,Mainline,Long
876,SFX,HNX,2.0,Dissatisfied,-43,,B777-200,70+,,Mainline,Long
984,ATX,IAX,,Unknown,-13,,B777-200,90+,,Mainline,Long
984,ATX,IAX,5.0,Satisfied,-13,,B777-200,90+,,Mainline,Long
983,IAX,ATX,2.0,Dissatisfied,65,Economy,B787-8,90+,non-elite,Mainline,Long
984,ATX,IAX,1.0,Dissatisfied,-13,,B777-200,90+,premier platinum,Mainline,Long
984,ATX,IAX,1.0,Dissatisfied,-13,,B777-200,90+,,Mainline,Long
983,IAX,ATX,1.0,Dissatisfied,65,Economy,B787-8,90+,non-elite,Mainline,Long
984,ATX,IAX,4.0,Satisfied,-13,Economy,B777-200,90+,non-elite,Mainline,Long
984,ATX,IAX,,Unknown,-13,Economy,B777-200,90+,non-elite,Mainline,Long
983,IAX,ATX,,Unknown,65,Economy,B787-8,90+,non-elite,Mainline,Long
984,ATX,IAX,,Unknown,-13,,B777-200,90+,premier platinum,Mainline,Long
845,GRX,ORX,2.0,Dissatisfied,18,Economy,B787-9,80+,,Mainline,Long
845,GRX,ORX,,Unknown,18,,B787-9,80+,non-elite,Mainline,Long
845,GRX,ORX,4.0,Satisfied,18,,B787-9,80+,non-elite,Mainline,Long
761,DEX,MUX,,Unknown,11,Economy,B787-9,90+,premier 1k,Mainline,Long
761,DEX,MUX,3.0,Dissatisfied,11,Economy,B787-9,90+,,Mainline,Long
761,DEX,MUX,,Unknown,11,Economy,B787-9,90+,,Mainline,Long
761,DEX,MUX,1.0,Dissatisfied,11,Economy,B787-9,90+,premier 1k,Mainline,Long
47,IAX,FRX,,Unknown,62,Economy Plus,B777-200,90+,premier gold,Mainline,Long
47,IAX,FRX,1.0,Dissatisfied,62,Economy Plus,B777-200,90+,premier gold,Mainline,Long
47,IAX,FRX,2.0,Dissatisfied,62,Economy,B777-200,90+,,Mainline,Long
950,LHX,SFX,4.0,Satisfied,-26,,B777-200,0 to 70,premier 1k,Mainline,Long
940,LHX,SFX,,Unknown,0,,B787-9,0 to 70,premier 1k,Mainline,Long
950,LHX,SFX,1.0,Dissatisfied,-26,,B777-200,0 to 70,premier 1k,Mainline,Long
901,LHX,SFX,2.0,Dissatisfied,-43,,B777-200,0 to 70,non-elite,Mainline,Long
940,LHX,SFX,2.0,Dissatisfied,0,,B787-9,0 to 70,premier 1k,Mainline,Long
901,LHX,SFX,3.0,Dissatisfied,-43,Economy,B777-200,0 to 70,non-elite,Mainline,Long
949,SFX,LHX,1.0,Dissatisfied,-9,,B777-200,90+,premier platinum,Mainline,Long
931,SFX,LHX,,Unknown,-5,Economy,B787-9,90+,,Mainline,Long
950,LHX,SFX,,Unknown,-26,,B777-200,0 to 70,premier 1k,Mainline,Long
901,LHX,SFX,,Unknown,-43,Economy,B777-200,0 to 70,non-elite,Mainline,Long
901,LHX,SFX,,Unknown,-43,,B777-200,0 to 70,non-elite,Mainline,Long
931,SFX,LHX,4.0,Satisfied,-5,Economy,B787-9,90+,,Mainline,Long
949,SFX,LHX,,Unknown,-9,,B777-200,90+,premier platinum,Mainline,Long
614,LOX,IAX,5.0,Satisfied,-10,Economy Plus,B787-8,90+,non-elite,Mainline,Long
614,LOX,IAX,,Unknown,-10,Economy Plus,B787-8,90+,non-elite,Mainline,Long
614,LOX,IAX,,Unknown,-10,Economy,B787-8,90+,,Mainline,Long
614,LOX,IAX,4.0,Satisfied,-10,Economy,B787-8,90+,,Mainline,Long
34,NRX,LAX,,Unknown,1,Economy,B787-9,80+,,Mainline,Long
34,NRX,LAX,2.0,Dissatisfied,1,Economy,B787-9,80+,,Mainline,Long
34,NRX,LAX,4.0,Satisfied,1,Economy,B787-9,80+,,Mainline,Long
34,NRX,LAX,,Unknown,1,Economy,B787-9,80+,,Mainline,Long
924,LAX,LHX,,Unknown,-33,Economy,B787-9,90+,premier silver,Mainline,Long
936,LHX,LAX,,Unknown,20,,B787-9,0 to 70,premier gold,Mainline,Long
936,LHX,LAX,4.0,Satisfied,20,,B787-9,0 to 70,premier gold,Mainline,Long
924,LAX,LHX,2.0,Dissatisfied,-33,Economy,B787-9,90+,premier silver,Mainline,Long
970,AMX,SFX,4.0,Satisfied,3,,B787-9,70+,non-elite,Mainline,Long
970,AMX,SFX,,Unknown,3,,B787-9,70+,non-elite,Mainline,Long
970,AMX,SFX,,Unknown,3,,B787-9,70+,,Mainline,Long
970,AMX,SFX,,Unknown,3,,B787-9,70+,premier platinum,Mainline,Long
970,AMX,SFX,5.0,Satisfied,3,,B787-9,70+,premier platinum,Mainline,Long
970,AMX,SFX,5.0,Satisfied,3,,B787-9,70+,,Mainline,Long
985,CDX,SFX,2.0,Dissatisfied,-19,,B777-200,0 to 70,premier gold,Mainline,Long
985,CDX,SFX,,Unknown,-19,,B777-200,0 to 70,premier gold,Mainline,Long
893,ICX,SFX,5.0,Satisfied,7,,B787-9,90+,,Mainline,Long
893,ICX,SFX,,Unknown,7,,B787-9,90+,premier 1k,Mainline,Long
893,ICX,SFX,1.0,Dissatisfied,7,,B787-9,90+,premier 1k,Mainline,Long
91,EWX,TLX,,Unknown,168,,B787-10,90+,,Mainline,Long
85,EWX,TLX,2.0,Dissatisfied,7,Economy Plus,B787-10,90+,non-elite,Mainline,Long
91,EWX,TLX,1.0,Dissatisfied,168,,B787-10,90+,,Mainline,Long
85,EWX,TLX,2.0,Dissatisfied,7,,B787-10,90+,non-elite,Mainline,Long
92,TLX,EWX,,Unknown,-36,Economy,B787-10,80+,,Mainline,Long
86,TLX,EWX,1.0,Dissatisfied,89,Economy,B787-10,80+,non-elite,Mainline,Long
92,TLX,EWX,,Unknown,-36,Economy,B787-10,80+,,Mainline,Long
86,TLX,EWX,1.0,Dissatisfied,89,Economy,B787-10,80+,premier silver,Mainline,Long
92,TLX,EWX,3.0,Dissatisfied,-36,Economy,B787-10,80+,,Mainline,Long
85,EWX,TLX,,Unknown,7,,B787-10,90+,non-elite,Mainline,Long
91,EWX,TLX,1.0,Dissatisfied,168,,B787-10,90+,,Mainline,Long
85,EWX,TLX,,Unknown,7,Economy Plus,B787-10,90+,non-elite,Mainline,Long
92,TLX,EWX,3.0,Dissatisfied,-36,Economy,B787-10,80+,,Mainline,Long
60,FRX,SFX,3.0,Dissatisfied,-18,Economy,B777-300,90+,,Mainline,Long
59,SFX,FRX,2.0,Dissatisfied,-20,Economy,B777-300,90+,,Mainline,Long
59,SFX,FRX,,Unknown,-20,Economy,B777-300,90+,,Mainline,Long
60,FRX,SFX,,Unknown,-18,Economy,B777-300,90+,,Mainline,Long
59,SFX,FRX,3.0,Dissatisfied,-20,Economy,B777-300,90+,non-elite,Mainline,Long
59,SFX,FRX,,Unknown,-20,Economy,B777-300,90+,non-elite,Mainline,Long
45,SFX,ZRX,,Unknown,-16,,B777-200,90+,premier 1k,Mainline,Long
46,ZRX,SFX,,Unknown,-1,,B777-200,80+,premier 1k,Mainline,Long
46,ZRX,SFX,2.0,Dissatisfied,-1,,B777-200,80+,premier platinum,Mainline,Long
45,SFX,ZRX,4.0,Satisfied,-16,,B777-200,90+,premier 1k,Mainline,Long
45,SFX,ZRX,,Unknown,-16,,B777-200,90+,,Mainline,Long
45,SFX,ZRX,2.0,Dissatisfied,-16,,B777-200,90+,,Mainline,Long
46,ZRX,SFX,4.0,Satisfied,-1,,B777-200,80+,premier 1k,Mainline,Long
45,SFX,ZRX,,Unknown,-16,Economy Plus,B777-200,90+,,Mainline,Long
45,SFX,ZRX,1.0,Dissatisfied,-16,Economy Plus,B777-200,90+,,Mainline,Long
195,SFX,MUX,4.0,Satisfied,-34,Economy,B777-300,90+,,Mainline,Long
196,MUX,SFX,2.0,Dissatisfied,-10,,B777-300,70+,premier 1k,Mainline,Long
196,MUX,SFX,,Unknown,-10,,B777-300,70+,premier 1k,Mainline,Long
195,SFX,MUX,,Unknown,-34,Economy,B777-300,90+,,Mainline,Long
74,TLX,IAX,,Unknown,-25,Economy,B787-8,80+,non-elite,Mainline,Long
74,TLX,IAX,,Unknown,-25,Economy,B787-8,80+,non-elite,Mainline,Long
74,TLX,IAX,4.0,Satisfied,-25,Economy,B787-8,80+,non-elite,Mainline,Long
74,TLX,IAX,,Unknown,-25,,B787-8,80+,premier 1k,Mainline,Long
74,TLX,IAX,2.0,Dissatisfied,-25,,B787-8,80+,premier silver,Mainline,Long
74,TLX,IAX,2.0,Dissatisfied,-25,,B787-8,80+,premier 1k,Mainline,Long
74,TLX,IAX,3.0,Dissatisfied,-25,Economy,B787-8,80+,non-elite,Mainline,Long
882,ORX,HNX,4.0,Satisfied,17,,B787-9,0 to 70,premier 1k,Mainline,Long
882,ORX,HNX,,Unknown,17,,B787-9,0 to 70,premier 1k,Mainline,Long
872,SFX,TPX,2.0,Dissatisfied,-22,,B777-300,0 to 70,premier 1k,Mainline,Long
873,TPX,SFX,3.0,Dissatisfied,-13,Economy,B777-300,90+,non-elite,Mainline,Long
872,SFX,TPX,3.0,Dissatisfied,-22,,B777-300,0 to 70,non-elite,Mainline,Long
872,SFX,TPX,4.0,Satisfied,-22,,B777-300,0 to 70,non-elite,Mainline,Long
872,SFX,TPX,,Unknown,-22,,B777-300,0 to 70,non-elite,Mainline,Long
872,SFX,TPX,,Unknown,-22,,B777-300,0 to 70,premier 1k,Mainline,Long
873,TPX,SFX,3.0,Dissatisfied,-13,Economy,B777-300,90+,non-elite,Mainline,Long
873,TPX,SFX,,Unknown,-13,Economy,B777-300,90+,non-elite,Mainline,Long
79,NRX,EWX,2.0,Dissatisfied,6,,B777-200,90+,premier 1k,Mainline,Long
80,EWX,NRX,,Unknown,30,,B777-200,0 to 70,global services,Mainline,Long
80,EWX,NRX,4.0,Satisfied,30,,B777-200,0 to 70,global services,Mainline,Long
80,EWX,NRX,2.0,Dissatisfied,30,,B777-200,0 to 70,premier gold,Mainline,Long
80,EWX,NRX,,Unknown,30,,B777-200,0 to 70,premier gold,Mainline,Long
80,EWX,NRX,,Unknown,30,,B777-200,0 to 70,premier 1k,Mainline,Long
80,EWX,NRX,1.0,Dissatisfied,30,,B777-200,0 to 70,premier 1k,Mainline,Long
79,NRX,EWX,,Unknown,6,,B777-200,90+,premier 1k,Mainline,Long
84,DEX,EWX,2.0,Dissatisfied,-31,Economy Plus,B787-9,90+,non-elite,Mainline,Long
84,DEX,EWX,,Unknown,-31,,B787-9,90+,premier silver,Mainline,Long
84,DEX,EWX,2.0,Dissatisfied,-31,,B787-9,90+,premier silver,Mainline,Long
83,EWX,DEX,1.0,Dissatisfied,-2,Economy,B787-9,80+,,Mainline,Long
84,DEX,EWX,1.0,Dissatisfied,-31,Economy,B787-9,90+,,Mainline,Long
84,DEX,EWX,2.0,Dissatisfied,-31,,B787-9,90+,premier platinum,Mainline,Long
84,DEX,EWX,,Unknown,-31,,B787-9,90+,premier platinum,Mainline,Long
83,EWX,DEX,5.0,Satisfied,-2,,B787-9,80+,premier 1k,Mainline,Long
83,EWX,DEX,,Unknown,-2,Economy,B787-9,80+,,Mainline,Long
871,SYX,SFX,4.0,Satisfied,0,Economy Plus,B777-300,90+,premier silver,Mainline,Long
871,SYX,SFX,,Unknown,0,,B777-300,90+,premier 1k,Mainline,Long
871,SYX,SFX,4.0,Satisfied,0,,B777-300,90+,premier 1k,Mainline,Long
871,SYX,SFX,,Unknown,0,Economy Plus,B777-300,90+,non-elite,Mainline,Long
871,SYX,SFX,1.0,Dissatisfied,0,Economy Plus,B777-300,90+,non-elite,Mainline,Long
956,TLX,SFX,,Unknown,0,Economy Plus,B777-200,80+,premier platinum,Mainline,Long
956,TLX,SFX,2.0,Dissatisfied,0,Economy Plus,B777-200,80+,premier platinum,Mainline,Long
956,TLX,SFX,,Unknown,0,,B777-200,80+,global services,Mainline,Long
956,TLX,SFX,4.0,Satisfied,0,,B777-200,80+,global services,Mainline,Long
956,TLX,SFX,1.0,Dissatisfied,0,,B777-200,80+,premier 1k,Mainline,Long
955,SFX,TLX,3.0,Dissatisfied,-12,,B777-200,90+,premier 1k,Mainline,Long
956,TLX,SFX,1.0,Dissatisfied,0,,B777-200,80+,non-elite,Mainline,Long
955,SFX,TLX,,Unknown,-12,Economy,B777-200,90+,,Mainline,Long
956,TLX,SFX,,Unknown,0,,B777-200,80+,non-elite,Mainline,Long
955,SFX,TLX,,Unknown,-12,,B777-200,90+,premier 1k,Mainline,Long
955,SFX,TLX,1.0,Dissatisfied,-12,Economy,B777-200,90+,,Mainline,Long
956,TLX,SFX,3.0,Dissatisfied,0,,B777-200,80+,non-elite,Mainline,Long
956,TLX,SFX,,Unknown,0,,B777-200,80+,premier 1k,Mainline,Long
714,DEX,ORX,2.0,Dissatisfied,-4,Economy,B787-9,70+,,Mainline,Long
840,LAX,SYX,,Unknown,24,Economy,B787-9,80+,non-elite,Mainline,Long
840,LAX,SYX,2.0,Dissatisfied,24,Economy,B787-9,80+,non-elite,Mainline,Long
1123,EWX,CPX,,Unknown,51,Economy,B787-9,90+,non-elite,Mainline,Long
1123,EWX,CPX,4.0,Satisfied,51,Economy,B787-9,90+,non-elite,Mainline,Long
189,EWX,JNX,,Unknown,32,,B787-9,80+,non-elite,Mainline,Long
189,EWX,JNX,1.0,Dissatisfied,32,Economy Plus,B787-9,80+,premier 1k,Mainline,Long
189,EWX,JNX,,Unknown,32,Economy,B787-9,80+,non-elite,Mainline,Long
189,EWX,JNX,5.0,Satisfied,32,,B787-9,80+,non-elite,Mainline,Long
189,EWX,JNX,2.0,Dissatisfied,32,Economy,B787-9,80+,premier silver,Mainline,Long
189,EWX,JNX,,Unknown,32,Economy Plus,B787-9,80+,premier 1k,Mainline,Long
189,EWX,JNX,1.0,Dissatisfied,32,,B787-9,80+,non-elite,Mainline,Long
189,EWX,JNX,1.0,Dissatisfied,32,Economy,B787-9,80+,non-elite,Mainline,Long
2,SFX,SIX,1.0,Dissatisfied,32,Economy,B787-9,90+,,Mainline,Long
2,SFX,SIX,3.0,Dissatisfied,32,Economy,B787-9,90+,premier gold,Mainline,Long
2,SFX,SIX,2.0,Dissatisfied,32,,B787-9,90+,premier silver,Mainline,Long
2,SFX,SIX,,Unknown,32,Economy,B787-9,90+,,Mainline,Long
3,SIX,SFX,2.0,Dissatisfied,11,,B787-9,90+,non-elite,Mainline,Long
2,SFX,SIX,,Unknown,32,,B787-9,90+,premier silver,Mainline,Long
671,DEX,COX,4.0,Satisfied,-8,,B737-900,80+,premier silver,Mainline,Short
671,DEX,COX,5.0,Satisfied,-8,,B737-900,80+,premier gold,Mainline,Short
671,DEX,COX,,Unknown,-8,,B737-900,80+,premier silver,Mainline,Short
671,DEX,COX,3.0,Dissatisfied,-8,Economy,B737-900,80+,non-elite,Mainline,Short
5232,SBX,ORX,1.0,Dissatisfied,-17,Economy,CRJ-200,70+,,Express,Short
5597,SBX,LAX,2.0,Dissatisfied,9,,ERJ-175,80+,premier gold,Express,Short
4437,EWX,AVX,1.0,Dissatisfied,-13,,CRJ-550,0 to 70,premier 1k,Express,Short
4178,IAX,RIX,1.0,Dissatisfied,-6,Economy Plus,CRJ-550,70+,,Express,Short
4706,DEX,ASX,2.0,Dissatisfied,-24,Economy Plus,CRJ-700,0 to 70,,Express,Short
4712,GRX,ORX,4.0,Satisfied,-10,Economy,CRJ-200,90+,non-elite,Express,Short
3869,ORX,GRX,5.0,Satisfied,-22,Economy,CRJ-200,80+,,Express,Short
3923,MLX,ORX,1.0,Dissatisfied,-36,Economy,CRJ-200,80+,non-elite,Express,Short
1499,IAX,AUX,2.0,Dissatisfied,-5,,B737-900,0 to 70,premier gold,Mainline,Short
1499,IAX,AUX,,Unknown,-5,,B737-900,0 to 70,premier gold,Mainline,Short
5159,DEX,BFX,5.0,Satisfied,-17,Economy,CRJ-200,0 to 70,premier 1k,Express,Short
5383,GUX,DEX,1.0,Dissatisfied,-10,,CRJ-700,0 to 70,non-elite,Express,Short
4647,ORX,FWX,5.0,Satisfied,-12,Economy,CRJ-200,70+,non-elite,Express,Short
3770,ATX,ORX,5.0,Satisfied,-24,Economy,CRJ-200,90+,non-elite,Express,Short
4611,ITX,EWX,5.0,Satisfied,-29,,CRJ-550,70+,premier silver,Express,Short
4181,ITX,EWX,5.0,Satisfied,-3,Economy,CRJ-550,90+,non-elite,Express,Short
3854,ORX,SPX,4.0,Satisfied,-2,Economy,CRJ-200,70+,non-elite,Express,Short
6015,IAX,PIX,3.0,Dissatisfied,-17,,ERJ-175,80+,premier gold,Express,Short
6015,PIX,IAX,3.0,Dissatisfied,-21,,ERJ-175,90+,premier 1k,Express,Short
2036,IAX,SAX,5.0,Satisfied,-6,Economy,B737-900,70+,,Mainline,Short
2036,IAX,SAX,5.0,Satisfied,-6,,B737-900,70+,premier silver,Mainline,Short
2036,IAX,SAX,,Unknown,-6,,B737-900,70+,premier silver,Mainline,Short
5815,RNX,SFX,2.0,Dissatisfied,-20,Economy,ERJ-175,90+,non-elite,Express,Short
3679,CIX,ORX,3.0,Dissatisfied,-13,,ERJ-170,90+,global services,Express,Short
4426,EWX,DCX,1.0,Dissatisfied,-6,Economy,CRJ-550,0 to 70,,Express,Short
4436,EWX,DCX,4.0,Satisfied,40,,CRJ-550,90+,premier platinum,Express,Short
593,BOX,EWX,4.0,Satisfied,-9,,B737-MAX9,90+,global services,Mainline,Short
209,EWX,BOX,5.0,Satisfied,-29,,B737-900,0 to 70,premier silver,Mainline,Short
4359,LFX,IAX,4.0,Satisfied,-13,Economy Plus,ERJ-145,0 to 70,non-elite,Express,Short
4312,IAX,CRX,1.0,Dissatisfied,103,Economy,ERJ-145,90+,,Express,Short
4258,CRX,IAX,5.0,Satisfied,-7,Economy,ERJ-145,90+,premier silver,Express,Short
4311,GJX,DEX,4.0,Satisfied,25,Economy Plus,ERJ-145,90+,premier gold,Express,Short
725,GJX,DEX,5.0,Satisfied,30,,A320-200,70+,non-elite,Mainline,Short
5818,DEX,GJX,4.0,Satisfied,16,Economy,ERJ-175,80+,,Express,Short
2658,IAX,EWX,2.0,Dissatisfied,17,Economy Plus,B737-800,90+,premier gold,Mainline,Short
1702,EWX,IAX,3.0,Dissatisfied,-16,Economy,A320-200,80+,non-elite,Mainline,Short
3782,ORX,MBX,3.0,Dissatisfied,-13,Economy,CRJ-200,90+,,Express,Short
1621,IAX,RDX,5.0,Satisfied,48,Economy Plus,B737-700,70+,,Mainline,Short
2140,IAX,DFX,2.0,Dissatisfied,-14,,B737-800,0 to 70,premier 1k,Mainline,Short
6146,IAX,RDX,2.0,Dissatisfied,5,,ERJ-175,90+,premier 1k,Express,Short
6066,IAX,RDX,4.0,Satisfied,-16,,ERJ-175,90+,non-elite,Express,Short
2107,DFX,IAX,5.0,Satisfied,-16,,B737-900,0 to 70,premier platinum,Mainline,Short
629,LAX,LAX,3.0,Dissatisfied,5,Economy,A320-200,90+,,Mainline,Short
3816,ORX,DAX,2.0,Dissatisfied,9,Economy,CRJ-200,70+,non-elite,Express,Short
3557,EWX,ROX,3.0,Dissatisfied,-23,Economy,ERJ-175,80+,,Express,Short
5234,STX,ORX,1.0,Dissatisfied,-17,Economy Plus,ERJ-175,0 to 70,non-elite,Express,Short
5065,VEX,DEX,3.0,Dissatisfied,-28,Economy,CRJ-200,0 to 70,,Express,Short
1300,SBX,SFX,2.0,Dissatisfied,-6,Economy,A320-200,70+,non-elite,Mainline,Short
4392,CVX,ORX,3.0,Dissatisfied,7,Economy,CRJ-550,80+,non-elite,Express,Short
5366,ORX,CVX,1.0,Dissatisfied,-17,Economy,CRJ-700,90+,,Express,Short
4476,RIX,EWX,2.0,Dissatisfied,-14,Economy Plus,CRJ-550,90+,,Express,Short
4593,EWX,RIX,2.0,Dissatisfied,-19,Economy,CRJ-550,90+,,Express,Short
3479,EWX,BUX,2.0,Dissatisfied,-21,Economy,ERJ-170,90+,premier silver,Express,Short
3419,BUX,EWX,1.0,Dissatisfied,-26,Economy,ERJ-170,90+,non-elite,Express,Short
5148,CNX,DEX,3.0,Dissatisfied,-2,Economy,CRJ-200,70+,non-elite,Express,Short
5148,CNX,DEX,1.0,Dissatisfied,-2,Economy,CRJ-200,70+,premier silver,Express,Short
3515,PWX,EWX,5.0,Satisfied,31,Economy,ERJ-175,90+,non-elite,Express,Short
4182,EWX,PWX,5.0,Satisfied,-22,,CRJ-550,80+,non-elite,Express,Short
4336,IAX,BUX,1.0,Dissatisfied,-16,Economy,ERJ-145,90+,non-elite,Express,Short
756,IAX,CLX,3.0,Dissatisfied,10,Economy,B737-900,80+,,Mainline,Short
4379,ROX,IAX,3.0,Dissatisfied,-14,Economy,ERJ-145,90+,,Express,Short
3553,CMX,ORX,5.0,Satisfied,-4,Economy Plus,ERJ-170,80+,,Express,Short
3553,CMX,ORX,1.0,Dissatisfied,-4,Economy Plus,ERJ-170,80+,non-elite,Express,Short
6124,SYX,IAX,5.0,Satisfied,4,Economy Plus,ERJ-175,90+,,Express,Short
5019,DEX,RIX,4.0,Satisfied,-8,Economy,CRJ-200,0 to 70,premier platinum,Express,Short
6048,IAX,CMX,4.0,Satisfied,-11,Economy,ERJ-175,90+,non-elite,Express,Short
733,RAX,DEX,2.0,Dissatisfied,26,Economy Plus,A319-100,90+,,Mainline,Short
5713,RAX,DEX,3.0,Dissatisfied,10,Economy,ERJ-175,70+,non-elite,Express,Short
4822,SAX,DEX,4.0,Satisfied,17,Economy,ERJ-145,90+,,Express,Short
1994,IAX,MSX,2.0,Dissatisfied,-5,,A320-200,0 to 70,non-elite,Mainline,Short
4330,BRX,IAX,2.0,Dissatisfied,-36,Economy,ERJ-145,90+,non-elite,Express,Short
610,CLX,ORX,3.0,Dissatisfied,-18,Economy,B737-700,90+,non-elite,Mainline,Short
2346,ORX,CLX,5.0,Satisfied,-6,,B737-700,80+,premier platinum,Mainline,Short
4368,MFX,IAX,4.0,Satisfied,-23,Economy,ERJ-145,90+,non-elite,Express,Short
