flight_number,origin_station_code,destination_station_code,scheduled_departure_date,verbatim_text,sentiments
2408,ORX,FLX,2022-09-10,I actually had a snack box on the flight as well as a cocktail and was happy to discover that as a 1K member that snack boxes and drinks are free if you are in economy plus. I did not know that. The flight attendants were great serving me.,Neutral
4359,LFX,IAX,2022-09-10,Food was ok. It could be better.,Neutral
318,EWX,DUX,2022-09-10,no.,Neutral
1847,EWX,MYX,2022-09-09,"I felt the price points on all of the food offered was reasonable. If there had been a kids snack box offered, even if you had to pre-order it, I may have gotten it (Uncrustables sandwich, applesauce pouch, snack pack of cookies, red licorice). My kids decided to order the Recline box but some of the items were too spicy, but they liked the salami and crackers and the cheese spread (was their reason for ordering the box).",Neutral
2345,IAX,CLX,2022-09-11,Well done United Airlines.,Neutral
5526,DEX,MKX,2022-09-11,"Was first class, was a chicken pasta meal that was served cold should be hot, it no way to serve meal hot, then just serve a sandwich or salad that should be served cold, pretty simple can not heat it do not serve it, serve what should be cold.",Neutral
1587,DEX,LGX,2022-09-11,"Would be nice to have a slightly healthier/substantial option- we have cookies or waffle cookie- something like nuts, pretzels or a small granola bar would be great!.",Neutral
1625,EWX,STX,2022-09-11,Other.,Neutral
2381,ORX,DEX,2022-09-12,"The lunch entree was much too salty for my taste. The dessert was overly sweet. Both seemed to be lesser quality, with salt and sugar used to artificially enhance flavor.",Neutral
1605,SFX,BNX,2022-09-12,Provide a hearty snack. It is difficult for old folks to do all this online including choosing our meals. Sister did not have the mobility to go outside and purchase food before her flight. She was not comfortable buying food once inside of the airplane.,Negative
1590,CLX,IAX,2022-09-09,Fresh brewed coffee was actually good.,Neutral
1501,SEX,IAX,2022-09-12,Could give bigger bag or 2 per person.,Neutral
1915,MCX,IAX,2022-09-12,was not offered the choice to purchase food. Flight attendants only came by quickly to get trash but you could not even get there attention to give it to them.,Neutral
5259,RDX,SFX,2022-09-11,"running low on ice and ginger ale when got to me, so I only got 1/2 a cup.",Neutral
6127,IAX,MCX,2022-09-13,food quality and selection not up to pre-covid standards.,Neutral
2376,PHX,ORX,2022-09-12,Love the stroopwaffles.,Neutral
3749,CHX,IAX,2022-09-13,"Short flight, no food or beverage served.",Neutral
57,CDX,EWX,2022-09-13,"Meal was tasty, hot not over cooked.",Neutral
249,EWX,TFX,2022-09-13,"Taste was Nasty, chicken with quinoa.",Neutral
939,ORX,LHX,2022-09-13,Dinner was fine;. breakfast was a leather egg.,Neutral
468,EWX,MCX,2022-09-13,Real Milk.,Neutral
856,LIX,IAX,2022-09-12,No tea o decafcoffe.,Neutral
6,IAX,LHX,2022-09-13,I sat in business class my wife were in economy class food was average comparing with Qatar emirates n Turkish n etihad it was no competition economy no food was offered they must start providing food in economy we did not even know there were food suppose to order by paying they must ask n give the menus to purchase food.,Neutral
1237,EWX,PHX,2022-09-12,I prefer pretzels. there were none available on this flight.,Neutral
2608,LAX,IAX,2022-09-14,I realize it is awkward for the flight attendants to enforce. I think there should have been a limit on the alcohol served to my inebriated neighbor.,Neutral
5403,ROX,ORX,2022-09-14,2 snack choices?. Try Delta's.,Neutral
743,IAX,DFX,2022-09-14,Everything was delicious.,Neutral
761,DEX,MUX,2022-09-14,Was offered a drink with dinner which was great then a little tiny bottle of water just once. Check out Singapore Air they do it right. Constantly walking and asking what can they get you and not pooping it into tiny cups.,Neutral
1772,SEX,ORX,2022-09-14,"I did not get to chose my breakfast prior top the flight. That being said, I was in first class and was in row four, by the time the attendant got to me I was informed that their was only one meal option available as the other option (scrambled eggs) was depleted. In my opinion, THIS IS NOT FIRST CLASS VALUE. Granted I do not like eggs so in the end I was not too upset but the fact that the other option was depleted by the time the fourth row was served makes me question the value of paying for a first class ticket.",Neutral
4771,FAX,LAX,2022-09-14,There were none.,Neutral
1528,SEX,ORX,2022-09-14,"I loved the sparkling wine they offered me as soon as I boarded, instead of just a box of water.",Neutral
352,DCX,SFX,2022-09-14,"Unfortunately, no meal on a 5 hour flight unless purchased. Other airlines offer meal choices at no fee.",Neutral
4448,RIX,EWX,2022-09-14,No.,Neutral
2614,DEX,EWX,2022-09-14,Long flight from Newark to Denver at 730 am no offer of snack only beverages.,Neutral
550,CHX,EWX,2022-09-15,Limited.,Neutral
1141,IAX,TPX,2022-09-14,I am not satisfied with the new limit of one alcoholic drink per person. It imposes an extra burden on the flight attendants and would seem to me to lower your income. Two seems a reasonable limit.,Neutral
1955,SFX,DCX,2022-09-15,More choices.,Neutral
1926,SFX,LAX,2022-09-15,it would be nice to go back to pretzels or peanuts. i was starving. my fault i know to board hungry.,Neutral
1500,EWX,LAX,2022-09-15,From boarding till landing customers are inside the aircraft approximately 8 hours. Do not you think you have to serve more substantial food than just a snack? !!!.,Neutral
13,ZRX,ORX,2022-09-15,It was all good <👍🏼>.,Neutral
1087,BOX,IAX,2022-09-13,Southwest offers pretzels now .... peanuts are FAR better.,Neutral
983,IAX,ATX,2022-09-16,More food options.,Neutral
2244,SAX,IAX,2022-09-16,No.,Neutral
367,DEX,AUX,2022-09-16,It would have been nice to have a small snack.,Neutral
60,FRX,SFX,2022-09-16,"The snack sandwich was poor tasting, very little ham & cheese on a tasteless bun. Surely you can do better!.",Neutral
1684,DEX,MCX,2022-09-17,Love sparkling water and it was available on all flights.,Neutral
845,GRX,ORX,2022-09-17,"I love pasta with tomate souce, without cheese. Milk, no coffee, only milk, or hot chocolate.",Neutral
885,IAX,FCX,2022-09-17,We were skipped with the breakfast service. We had to ask for breakfast.,Neutral
920,LHX,IAX,2022-09-17,There were two California Sauvignon Blanc - could have mixed it up better!. No European whites at all.,Neutral
500,LAX,IAX,2022-09-17,"Would love to see more food options, small water bottles (instead of water poured from a larger bottle), pretzels with salt, Pepsi products and more boxed meal options. Thank you!.",Neutral
984,ATX,IAX,2022-09-17,"Not enough water served during the flight. At the beginning, I asked the flight attendant for two bottles of the water. she made a face.",Neutral
4347,BRX,IAX,2022-09-16,Great selection.,Neutral
1809,DSX,DEX,2022-09-17,not a big list of food to choose from.,Neutral
31,EWX,MUX,2022-09-17,Would be nice if united had signature cocktails on this flight.,Neutral
1934,SNX,ORX,2022-09-17,No.,Neutral
1619,CLX,IAX,2022-09-18,"I would like to know if the entrees were dairy free. If not, no problem. I can eat the roll snd drink done juice. It is frustrating not to know. The steward was so nice. we agreed not worth taking a chance on getting sick.",Neutral
999,BRX,EWX,2022-09-18,"The food was too much spicy, very too hot for me.",Neutral
999,BRX,EWX,2022-09-18,"Comparing the food and wine selection in Polaris against other Star Alliance carriers, this was disappointing.",Neutral
2671,DFX,IAX,2022-09-18,Finally a decent meal in first class after two years of bad stuff.,Neutral
671,DEX,COX,2022-09-17,Why do airlines charge for everything?.,Neutral
41,EWX,FCX,2022-09-18,Dinner was okay but should have been Italian. Breakfast was less than satisfing. Scrambled eggs would have been better or even a bagel and cream cheese instead of yogurt.,Neutral
6110,RDX,IAX,2022-09-17,"although flying has been pleasant, it is always nice to receive a beverage on my flight. there was not an offer of a beverage on this flight (to and fro). it was a bit disappointing. i personally feel that all flights should offer a beverage of some sort. thank you.",Neutral
1879,LGX,ORX,2022-09-17,There was no snack like a bag of pretzels or the like.,Neutral
1233,EWX,ORX,2022-09-19,Yes.,Neutral
6043,LGX,IAX,2022-09-20,I did not partake of the beverage & food service on this flight because of the flight's short duration. This form would have been better designed if the first question had a “not applicable” option so I could skip all the rest of this nonsense.,Neutral
6110,LGX,IAX,2022-09-20,If pretzels get any smaller we will need a magnifying glass to find them. Also on a 3.5 hour flight a full can of soda is not unreasonable to expect.,Neutral
429,MEX,IAX,2022-09-20,Would have been nicer to have local beverages.,Neutral
429,MEX,IAX,2022-09-20,Ice for drinks.,Neutral
1426,MKX,DEX,2022-09-19,No.,Neutral
28,DEX,LHX,2022-09-19,The roll was too dry.,Neutral
1259,DEX,ONX,2022-09-19,No.,Neutral
1870,SFX,IAX,2022-09-19,More choices of hot food would be better.,Neutral
1870,SFX,IAX,2022-09-19,A continental breakfast usually has a muffin or croissant. This continental only had fruit and yoghurt. Pretty sketchy for a continental. Not the full meal. Other meals were not appetizing to me. Tried eggs/potatoes on flight IAD to SFO. Not appetizing. Glad club food has improved. Saved the day.,Neutral
3523,PWX,IAX,2022-09-20,light snacks would have been ideal.,Neutral
1770,RDX,SFX,2022-09-20,please serve the tea hot !. not lukewarm.,Neutral
54,ZRX,IAX,2022-09-19,Can you serve green tea also instead of just black tea?. Otherwise the food was good for both the meal and the warm cheese snack. It was good.,Neutral
189,EWX,JNX,2022-09-19,Please offer a fish option.,Neutral
189,EWX,JNX,2022-09-19,"As discussed previously on this feedback. JHB-Newark. Newark-LOndon(my daughter). The only option was curry. We personally do not eat curry and would prefer a simple meal of chicken,vegetables and rice.",Neutral
730,SFX,ORX,2022-09-19,More of a snack maybe 2 When covid bags were handed out with snack and water very nice!.,Neutral
794,RNX,DEX,2022-09-21,We were not offered a snack only a beverage. I would like to know what the criteria is for offering a snack.,Neutral
1772,SEX,ORX,2022-09-21,Coffee was terrific.,Neutral
1100,SJX,IAX,2022-09-19,The chicken and spinach dish in business class was terrible.,Neutral
5422,ORX,LIX,2022-09-19,No snacks.,Neutral
2681,IAX,JAX,2022-09-19,"flying 1st clas, i was ""hoping"" a better selections of snacks or even food (sandwich?). being offered, but none at all!.",Neutral
2012,DEX,CLX,2022-09-18,Pretty typical across airlines.,Neutral
3422,CLX,EWX,2022-09-21,no beverage service.,Neutral
3653,EWX,PWX,2022-09-18,There was no ice on the flight.,Neutral
1059,CUX,IAX,2022-09-22,"The food was delicious!. My husband and I actually FINISHED our food for the first time on United. (We flown four round trip first class to Narita via Houston, LAX and SFO thus far this year and DID NOT like our food on the international flights to Asia). As a matter of fact, we purchased our own food prior to boarding our NRT flight on the last two trip. We will be going from IAH to NRT again on Oct. 4th and WILL PURCHASE food @ local restaurants to bring on board for our international flight from IAH to NRT even though we are in business class. (International food service on EVA and Singapore airlines are excellent as compared to United). With those two airlines, we know we will be able to eat their food and will not need to bring our own). EVA air actually have hamburgers with fries as a snack item in business class.",Neutral
2213,IAX,SEX,2022-09-22,soda (Coke) was flat.,Neutral
356,BTX,ORX,2022-09-16,I wondered why the airline was no longer providing complimentary snacks. Its a silly little extra but for the price of an airline ticket it somehow made it seem like a nice perk.,Neutral
1802,DEX,LAX,2022-09-22,I appreciate that you still offer free water and snacks.,Neutral
2381,ORX,DEX,2022-09-20,No.,Neutral
195,SFX,MUX,2022-09-22,For snacks there was only the option of a turkey cheese sandwich. No vegetarian option was provided.,Neutral
1573,DEX,EWX,2022-09-23,Chicken pieces included gristle.,Neutral
1573,DEX,EWX,2022-09-23,"I really liked the hot chocolate chip mini muffin for dessert. I asked my flight attendant if I could have another one of those. She said, ""let me see what I can do"" To my surprise. she came back with a freshly heated mini chocolate chip muffin. I loved the service of my flight attendant.",Neutral
1573,DEX,EWX,2022-09-23,I did not take any of the snacks .,Neutral
2491,MSX,DEX,2022-09-23,You should offer Dr. Pepper diet/zero and Mt Dew diet/zero.,Neutral
